tbl;Year;quarter;citymarketid;city;markets;cur_passengers;cur_fare;cur_yield;distance;ly_passengers;ly_fare;ly_yield;ly_distance;Geocoded_City;tbl2pk
Table 2;2020;1;33851;Oklahoma City, OK;12;289,030;210.61;22.65;929.8;364,010;216.18;23.64;914.4;(35.468494, -97.521264);2020133851
Table 2;2015;3;30325;Denver, CO;65;6,742,240;192.37;18.35;1,048.1;6,306,000;195.39;18.87;1,035.1;"Denver, CO
(39.738453, -104.984853)";2015330325
Table 2;2012;1;31986;Grand Rapids, MI;10;203,520;210.25;17.49;1,202.0;219,300;183.07;14.97;1,222.5;"Grand Rapids, MI
(47.925705, -97.036068)";2012131986
Table 2;2014;2;34524;Richmond, VA;12;413,130;236.46;24.05;983.0;373,470;229.37;23.68;968.3;"Richmond, VA
(37.540759, -77.433932)";2014234524
Table 2;2018;1;34685;Savannah, GA;3;131,420;174.42;23.42;744.8;119,780;164.95;21.98;750.6;"Savannah, GA
(40.115007, -111.654713)";2018134685
Table 2;2021;3;30977;Chicago, IL;69;8,200,440;175.31;17.00;1,031.3;2,302,660;141.65;13.18;1,074.5;;2021330977
Table 2;2019;2;34614;Salt Lake City, UT;31;2,365,890;215.34;20.30;1,060.8;2,356,410;204.29;19.25;1,061.5;(40.758478, -111.888142);2019234614
Table 2;2006;3;30140;Albuquerque, NM;24;943,250;173.10;18.56;932.4;961,220;157.65;16.44;958.9;"Albuquerque, NM
(35.084248, -106.649241)";2006330140
Table 2;2007;4;31650;Minneapolis/St. Paul, MN;42;3,019,450;192.95;18.43;1,046.8;2,938,820;191.26;18.35;1,042.2;"Minneapolis/St. Paul, MN
(44.977479, -93.264346)";2007431650
Table 2;2015;3;30647;Cleveland, OH (Metropolitan Area);26;1,550,320;199.08;19.11;1,041.7;1,306,040;240.54;23.84;1,008.8;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2015330647
Table 2;1999;2;31423;Des Moines, IA;6;117,870;197.50;20.99;940.9;109,350;213.27;23.77;897.2;"Des Moines, IA
(41.588822, -93.620309)";1999231423
Table 2;1996;3;33851;Oklahoma City, OK;22;484,250;128.23;15.42;831.5;440,150;140.56;17.16;818.8;"Oklahoma City, OK
(35.468494, -97.521264)";1996333851
Table 2;2012;2;33495;New Orleans, LA;29;1,541,090;219.53;22.23;987.4;1,542,230;203.78;20.54;991.8;"New Orleans, LA
(29.950621, -90.074948)";2012233495
Table 2;2005;4;32337;Indianapolis, IN;25;1,250,980;152.91;14.78;1,034.2;1,288,920;131.93;12.79;1,031.4;"Indianapolis, IN
(39.76845, -86.156212)";2005432337
Table 2;2005;2;30994;Charleston, SC;4;182,380;161.39;24.80;650.6;105,590;199.46;28.83;691.8;"Charleston, SC
(32.77647, -79.931027)";2005230994
Table 2;2010;4;30792;Buffalo, NY;17;850,910;150.48;16.54;909.6;838,000;139.33;14.90;934.6;"Buffalo, NY
(39.945422, -78.64671)";2010430792
Table 2;2013;3;31871;Greenville/Spartanburg, SC;7;142,890;208.72;32.82;635.8;141,350;198.12;31.46;629.7;"Greenville/Spartanburg, SC
(44.513288, -88.013256)";2013331871
Table 2;2000;3;30466;Phoenix, AZ;48;3,349,220;164.85;15.03;1,096.5;3,232,320;153.84;14.19;1,083.5;"Phoenix, AZ
(30.406931, -87.217578)";2000330466
Table 2;2018;4;30257;Albany, NY;10;302,850;222.07;19.05;1,166.0;297,510;218.44;18.76;1,164.6;;2018430257
Table 2;1997;2;33195;Tampa, FL (Metropolitan Area);40;2,193,900;135.98;13.58;1,000.8;1,981,060;133.15;12.95;1,027.7;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";1997233195
Table 2;2004;1;34986;Sarasota/Bradenton, FL;6;123,000;166.47;16.44;1,012.2;118,160;163.19;16.13;1,011.2;"Sarasota/Bradenton, FL
(27.336483, -82.538602)";2004134986
Table 2;2019;1;30693;Nashville, TN;35;2,088,910;203.01;22.90;886.6;1,880,650;209.70;23.76;882.6;;2019130693
Table 2;2007;3;30423;Austin, TX;30;1,302,150;190.03;17.76;1,069.7;1,213,670;193.17;18.31;1,054.9;"Austin, TX
(30.264979, -97.746598)";2007330423
Table 2;2012;2;32575;Los Angeles, CA (Metropolitan Area);68;11,178,740;220.55;16.66;1,323.7;11,197,160;210.90;15.92;1,324.0;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";2012232575
Table 2;2000;4;32211;Las Vegas, NV;53;4,866,390;136.96;11.62;1,178.0;4,525,320;133.21;11.57;1,150.9;"Las Vegas, NV
(36.169202, -115.140597)";2000432211
Table 2;2012;3;33195;Tampa, FL (Metropolitan Area);46;2,564,360;176.80;16.49;1,071.6;2,575,940;176.43;16.27;1,084.3;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";2012333195
Table 2;2009;1;34653;Tulsa, OK;10;261,790;166.21;20.81;798.6;276,000;158.68;21.52;737.1;"Tulsa, OK
(61.096484, -160.967455)";2009134653
Table 2;1996;2;30436;Tucson, AZ;16;387,260;143.03;12.79;1,118.1;381,400;154.18;14.05;1,097.0;"Tucson, AZ
(35.167852, -103.726151)";1996230436
Table 2;2011;4;31454;Orlando, FL;64;5,597,160;173.73;16.09;1,079.4;5,835,030;155.40;14.51;1,070.8;"Orlando, FL
(28.538331, -81.378879)";2011431454
Table 2;2017;3;31295;Detroit, MI;36;3,136,970;199.81;19.17;1,042.1;2,935,830;210.08;19.95;1,053.0;"Detroit, MI
(42.332916, -83.047853)";2017331295
Table 2;2007;4;31135;Myrtle Beach, SC;3;122,930;117.21;19.19;610.7;115,220;126.78;20.85;608.0;"Myrtle Beach, SC
(33.68785, -78.883852)";2007431135
Table 2;1999;2;30436;Tucson, AZ;12;388,370;162.76;15.95;1,020.4;353,730;157.83;14.50;1,088.0;"Tucson, AZ
(35.167852, -103.726151)";1999230436
Table 2;2011;3;33342;Milwaukee, WI;26;1,245,150;161.79;15.06;1,074.3;1,284,760;146.47;13.43;1,090.0;"Milwaukee, WI
(43.041072, -87.909421)";2011333342
Table 2;2013;3;31135;Myrtle Beach, SC;8;234,460;117.03;19.04;614.6;184,280;132.43;20.85;635.1;"Myrtle Beach, SC
(33.68785, -78.883852)";2013331135
Table 2;2001;4;31267;Dayton, OH;11;213,360;146.62;19.93;735.6;283,880;167.45;22.90;731.0;"Dayton, OH
(39.760982, -84.192203)";2001431267
Table 2;2016;3;33244;Memphis, TN;16;525,010;220.57;24.16;913.1;513,450;220.29;23.40;941.3;"Memphis, TN
(35.143378, -90.052136)";2016333244
Table 2;2016;4;32337;Indianapolis, IN;23;1,301,760;204.57;20.81;983.2;1,293,500;208.69;20.63;1,011.8;"Indianapolis, IN
(39.76845, -86.156212)";2016432337
Table 2;2017;1;33044;Louisville, KY;12;296,120;237.38;27.09;876.2;315,830;230.97;25.94;890.6;"Louisville, KY
(38.256078, -85.751569)";2017133044
Table 2;2003;3;31136;Jacksonville, FL;21;652,670;140.56;15.41;911.8;628,940;134.83;15.31;880.2;"Jacksonville, FL
(30.325968, -81.65676)";2003331136
Table 2;2013;1;30397;Atlanta, GA (Metropolitan Area);58;4,601,010;201.24;23.55;854.4;4,531,110;209.94;24.61;852.7;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2013130397
Table 2;2002;2;33105;Cincinnati, OH;20;589,950;246.35;27.25;903.9;696,660;246.56;27.47;897.4;"Cincinnati, OH
(39.104427, -84.513808)";2002233105
Table 2;2013;3;31057;Charlotte, NC;36;1,803,030;233.73;25.23;926.3;1,728,240;226.20;25.16;898.9;"Charlotte, NC
(35.222936, -80.840161)";2013331057
Table 2;2004;4;33192;Sacramento, CA;24;1,572,220;129.03;14.06;917.2;1,537,360;127.70;14.74;866.3;"Sacramento, CA
(38.582087, -121.50012)";2004433192
Table 2;2010;2;30792;Buffalo, NY;17;885,600;151.78;16.08;943.4;909,750;126.60;13.49;938.5;"Buffalo, NY
(39.945422, -78.64671)";2010230792
Table 2;2006;4;30189;Colorado Springs, CO;7;156,700;173.00;19.37;893.1;160,370;191.25;20.95;912.6;"Colorado Springs, CO
(38.835224, -104.819798)";2006430189
Table 2;2013;3;33105;Cincinnati, OH;17;513,760;289.64;29.44;983.7;474,760;285.85;29.45;970.6;"Cincinnati, OH
(39.104427, -84.513808)";2013333105
Table 2;2003;3;30257;Albany, NY;11;293,990;150.58;12.60;1,195.0;300,700;146.47;12.09;1,210.9;"Albany, NY
(42.651242, -73.755418)";2003330257
Table 2;2009;3;31295;Detroit, MI;38;2,651,250;170.28;16.32;1,042.9;2,911,210;188.29;18.42;1,022.0;"Detroit, MI
(42.332916, -83.047853)";2009331295
Table 2;2012;4;33198;Kansas City, MO;34;1,593,450;196.53;21.06;932.8;1,637,700;185.93;20.09;925.2;"Kansas City, MO
(39.099792, -94.578559)";2012433198
Table 2;2010;1;33316;Omaha, NE;16;524,630;167.33;16.91;989.4;526,460;155.97;15.66;995.4;"Omaha, NE
(46.07035, -93.666319)";2010133316
Table 2;2012;4;30721;Boston, MA (Metropolitan Area);52;5,845,940;212.54;17.41;1,220.2;5,889,410;200.41;16.94;1,182.4;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2012430721
Table 2;2002;2;31884;Spokane, WA;10;339,830;104.53;16.88;619.1;372,700;104.38;16.08;649.1;"Spokane, WA
(47.658999, -117.425022)";2002231884
Table 2;2015;2;30397;Atlanta, GA (Metropolitan Area);60;6,080,030;215.08;23.85;901.8;5,538,910;233.91;26.24;891.4;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2015230397
Table 2;2019;4;31986;Grand Rapids, MI;13;368,260;204.63;19.34;1,057.8;359,480;207.66;19.52;1,063.8;;2019431986
Table 2;2016;4;33044;Louisville, KY;16;408,700;232.60;24.98;931.1;419,610;232.35;24.55;946.5;"Louisville, KY
(38.256078, -85.751569)";2016433044
Table 2;2000;2;34685;Savannah, GA;6;164,340;133.88;19.84;674.6;137,230;149.71;22.09;677.4;"Savannah, GA
(40.115007, -111.654713)";2000234685
Table 2;2021;1;34570;Reno, NV;15;241,040;157.28;17.73;887.3;428,050;195.80;25.41;770.6;;2021134570
Table 2;1997;2;31135;Myrtle Beach, SC;5;106,590;119.41;17.74;673.1;75,370;110.37;15.94;692.2;"Myrtle Beach, SC
(33.68785, -78.883852)";1997231135
Table 2;2009;1;33195;Tampa, FL (Metropolitan Area);57;3,175,000;153.40;14.40;1,064.8;3,646,040;156.31;14.88;1,050.0;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";2009133195
Table 2;2006;3;31703;New York City, NY (Metropolitan Area);76;13,347,430;190.57;15.74;1,210.2;13,585,110;179.05;14.64;1,222.4;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";2006331703
Table 2;2000;1;33570;San Diego, CA;41;2,305,280;167.58;14.51;1,154.9;2,107,960;165.24;14.06;1,174.5;"San Diego, CA
(32.71576, -117.163817)";2000133570
Table 2;2021;2;31066;Columbus, OH;23;799,010;181.80;16.82;1,080.8;156,860;169.63;14.51;1,169.4;;2021231066
Table 2;2002;3;35096;Syracuse, NY;8;155,470;153.04;16.70;916.4;155,770;153.58;18.14;846.6;"Syracuse, NY
(43.047945, -76.147448)";2002335096
Table 2;2003;1;30529;Hartford, CT;29;941,440;176.25;14.15;1,245.0;965,870;164.87;13.33;1,236.5;"Hartford, CT
(41.765775, -72.673356)";2003130529
Table 2;2019;4;30397;Atlanta, GA (Metropolitan Area);58;6,991,260;210.07;23.83;881.6;6,889,930;206.91;23.62;875.8;;2019430397
Table 2;2017;1;31884;Spokane, WA;9;373,670;159.42;24.58;648.5;337,830;163.33;24.47;667.6;"Spokane, WA
(47.658999, -117.425022)";2017131884
Table 2;2011;4;33667;Norfolk, VA (Metropolitan Area);19;542,210;201.32;18.40;1,093.6;578,130;178.25;16.48;1,081.3;"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)";2011433667
Table 2;2001;2;34614;Salt Lake City, UT;28;1,580,940;146.39;15.37;952.2;1,599,070;154.01;16.27;946.4;"Salt Lake City, UT
(40.758478, -111.888142)";2001234614
Table 2;2018;4;30140;Albuquerque, NM;18;746,740;209.63;22.21;943.8;721,580;200.79;21.16;949.1;;2018430140
Table 2;2017;3;30436;Tucson, AZ;10;287,980;210.36;21.43;981.7;285,710;204.42;21.68;943.0;"Tucson, AZ
(35.167852, -103.726151)";2017330436
Table 2;2003;4;33244;Memphis, TN;17;490,910;192.94;22.32;864.1;469,090;189.14;22.70;833.0;"Memphis, TN
(35.143378, -90.052136)";2003433244
Table 2;1998;1;33198;Kansas City, MO;34;1,413,050;138.36;15.79;876.0;1,367,280;126.74;14.05;901.7;"Kansas City, MO
(39.099792, -94.578559)";1998133198
Table 2;2020;4;34027;West Palm Beach/Palm Beach, FL;11;327,840;175.44;16.74;1,048.2;1,073,810;229.83;22.08;1,040.7;;2020434027
Table 2;2005;2;30466;Phoenix, AZ;50;4,780,010;146.49;13.05;1,122.0;4,362,480;139.92;12.05;1,160.6;"Phoenix, AZ
(30.406931, -87.217578)";2005230466
Table 2;2010;4;31986;Grand Rapids, MI;8;188,560;171.58;14.86;1,154.2;120,860;202.10;15.84;1,275.1;"Grand Rapids, MI
(47.925705, -97.036068)";2010431986
Table 2;2019;3;32457;San Francisco, CA (Metropolitan Area);60;11,307,380;218.62;16.85;1,297.2;11,510,730;211.17;16.17;1,305.6;(37.78008, -122.420168);2019332457
Table 2;2004;1;30158;Atlantic City, NJ;5;178,570;117.56;12.49;940.9;129,000;127.82;13.68;934.0;"Atlantic City, NJ
(33.748547, -84.391502)";2004130158
Table 2;2006;1;34027;West Palm Beach/Palm Beach, FL;24;1,568,370;146.93;13.59;1,080.6;1,555,990;140.72;12.75;1,103.6;"West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)";2006134027
Table 2;2007;2;34576;Rochester, NY;9;319,210;145.71;19.64;741.7;348,010;150.38;20.97;716.8;"Rochester, NY
(43.155708, -77.612547)";2007234576
Table 2;1998;4;30194;Dallas/Fort Worth, TX;67;5,304,210;187.90;22.79;824.4;5,213,110;181.93;22.56;806.4;"Dallas/Fort Worth, TX
(40.11086, -77.035636)";1998430194
Table 2;2004;3;34653;Tulsa, OK;10;279,700;148.72;18.39;808.4;259,590;145.52;19.05;763.6;"Tulsa, OK
(61.096484, -160.967455)";2004334653
Table 2;2007;3;31057;Charlotte, NC;34;1,656,810;193.63;21.35;906.9;1,506,270;196.63;21.77;902.9;"Charlotte, NC
(35.222936, -80.840161)";2007331057
Table 2;2018;4;31423;Des Moines, IA;10;246,810;220.32;20.28;1,086.6;228,310;224.20;20.69;1,083.5;;2018431423
Table 2;2018;3;34614;Salt Lake City, UT;37;2,481,780;208.04;19.18;1,084.6;2,397,310;200.54;19.08;1,051.2;;2018334614
Table 2;2021;1;32211;Las Vegas, NV;67;2,463,400;142.13;11.06;1,285.3;4,989,020;181.79;15.12;1,202.5;;2021132211
Table 2;2010;3;34653;Tulsa, OK;11;299,220;192.96;21.78;885.9;322,260;165.80;18.89;877.4;"Tulsa, OK
(61.096484, -160.967455)";2010334653
Table 2;2017;3;30397;Atlanta, GA (Metropolitan Area);59;6,627,530;188.79;21.05;896.8;6,398,350;193.07;21.50;898.1;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2017330397
Table 2;2003;4;31267;Dayton, OH;12;355,340;144.99;15.70;923.4;284,100;139.13;15.40;903.1;"Dayton, OH
(39.760982, -84.192203)";2003431267
Table 2;2015;4;31703;New York City, NY (Metropolitan Area);71;14,521,840;237.62;18.88;1,258.4;13,668,420;252.38;20.05;1,258.4;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";2015431703
Table 2;1996;2;33192;Sacramento, CA;21;943,750;117.68;14.15;831.4;911,430;122.58;14.63;837.4;"Sacramento, CA
(38.582087, -121.50012)";1996233192
Table 2;2004;2;31453;Houston, TX;57;3,581,270;174.91;18.75;932.9;3,418,050;172.02;18.76;916.8;"Houston, TX
(29.760803, -95.369506)";2004231453
Table 2;2018;4;34321;Portland, ME;3;123,310;158.38;31.04;510.3;115,600;162.07;33.28;487.0;;2018434321
Table 2;2013;4;34100;Philadelphia, PA;43;3,102,410;229.10;19.05;1,202.0;3,150,220;216.83;18.08;1,199.1;"Philadelphia, PA
(39.951061, -75.16562)";2013434100
Table 2;2014;3;33316;Omaha, NE;16;551,180;212.46;21.43;991.2;549,110;199.45;20.34;980.3;"Omaha, NE
(46.07035, -93.666319)";2014333316
Table 2;2002;4;30792;Buffalo, NY;16;531,370;124.10;12.48;994.0;521,600;115.81;11.05;1,047.6;"Buffalo, NY
(39.945422, -78.64671)";2002430792
Table 2;2013;1;34653;Tulsa, OK;7;208,030;203.64;32.15;633.4;204,970;207.00;31.55;656.1;"Tulsa, OK
(61.096484, -160.967455)";2013134653
Table 2;1998;3;30693;Nashville, TN;30;1,165,310;148.64;17.22;862.9;1,168,580;140.97;16.46;856.3;"Nashville, TN
(36.166687, -86.779932)";1998330693
Table 2;2002;1;34986;Sarasota/Bradenton, FL;7;140,060;151.86;15.04;1,009.4;150,910;168.41;16.48;1,021.6;"Sarasota/Bradenton, FL
(27.336483, -82.538602)";2002134986
Table 2;2008;3;30647;Cleveland, OH (Metropolitan Area);26;1,386,690;202.47;20.58;983.5;1,384,880;174.40;16.76;1,040.4;"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)";2008330647
Table 2;2002;2;32448;Jackson/Vicksburg, MS;6;109,970;141.25;23.77;594.1;123,190;140.26;23.01;609.4;"Jackson/Vicksburg, MS
(30.325968, -81.65676)";2002232448
Table 2;2020;4;33214;San Antonio, TX;30;530,340;185.53;16.06;1,155.1;1,453,550;220.55;19.87;1,109.8;;2020433214
Table 2;2003;1;32457;San Francisco, CA (Metropolitan Area);51;5,887,100;172.32;14.56;1,183.2;5,973,000;182.42;15.50;1,176.6;"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)";2003132457
Table 2;2000;1;30466;Phoenix, AZ;52;4,053,770;160.45;14.26;1,124.5;3,690,070;162.79;14.62;1,113.3;"Phoenix, AZ
(30.406931, -87.217578)";2000130466
Table 2;2002;1;30466;Phoenix, AZ;54;3,583,960;150.76;13.09;1,151.2;4,222,220;160.70;14.56;1,103.4;"Phoenix, AZ
(30.406931, -87.217578)";2002130466
Table 2;2001;2;33570;San Diego, CA;42;2,831,110;159.79;13.61;1,173.8;2,785,470;168.27;14.29;1,177.2;"San Diego, CA
(32.71576, -117.163817)";2001233570
Table 2;2015;3;31066;Columbus, OH;23;1,024,640;227.65;23.88;953.3;993,230;237.70;24.70;962.3;"Columbus, OH
(39.962649, -82.996216)";2015331066
Table 2;2001;2;30852;Washington, DC (Metropolitan Area);70;8,352,530;181.29;17.56;1,031.9;8,374,640;188.50;18.52;1,017.5;"Washington, DC (Metropolitan Area)
(38.892062, -77.019912)";2001230852
Table 2;2021;1;30849;Bozeman, MT;11;104,550;211.25;17.83;1,184.7;141,400;262.06;23.24;1,127.4;;2021130849
Table 2;2018;4;33667;Norfolk, VA (Metropolitan Area);15;459,230;232.91;20.34;1,145.3;426,880;235.11;20.66;1,137.8;;2018433667
Table 2;2014;3;30397;Atlanta, GA (Metropolitan Area);57;5,301,910;234.14;25.75;909.0;4,964,360;227.06;25.26;898.8;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2014330397
Table 2;2009;4;33342;Milwaukee, WI;23;1,079,950;135.27;12.99;1,040.6;891,590;176.16;16.34;1,077.6;"Milwaukee, WI
(43.041072, -87.909421)";2009433342
Table 2;2003;2;31135;Myrtle Beach, SC;6;170,470;119.94;18.46;649.5;176,690;107.46;16.44;653.5;"Myrtle Beach, SC
(33.68785, -78.883852)";2003231135
Table 2;2018;2;32457;San Francisco, CA (Metropolitan Area);55;11,543,030;212.29;16.28;1,303.8;10,656,170;225.45;17.12;1,317.0;"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)";2018232457
Table 2;2009;2;30693;Nashville, TN;32;1,433,650;157.38;17.73;887.3;1,599,930;170.52;19.88;857.6;"Nashville, TN
(36.166687, -86.779932)";2009230693
Table 2;2021;3;34027;West Palm Beach/Palm Beach, FL;9;632,910;186.55;17.68;1,055.2;147,780;163.96;15.38;1,066.1;;2021334027
Table 2;2018;2;34570;Reno, NV;12;522,960;188.18;24.82;758.2;496,620;183.07;24.11;759.2;"Reno, NV
(30.177159, -95.162771)";2018234570
Table 2;2011;2;30397;Atlanta, GA (Metropolitan Area);61;5,433,760;203.05;23.31;871.1;5,287,610;183.65;21.26;863.7;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2011230397
Table 2;2001;2;30466;Phoenix, AZ;49;4,057,860;149.94;13.44;1,115.2;4,014,820;164.80;14.41;1,142.9;"Phoenix, AZ
(30.406931, -87.217578)";2001230466
Table 2;2005;1;31703;New York City, NY (Metropolitan Area);76;11,951,900;172.78;14.37;1,202.2;10,910,840;188.46;15.35;1,227.2;"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)";2005131703
Table 2;2008;3;30189;Colorado Springs, CO;9;182,630;207.22;18.59;1,114.2;194,660;189.51;18.12;1,045.8;"Colorado Springs, CO
(38.835224, -104.819798)";2008330189
Table 2;2012;4;30529;Hartford, CT;21;822,440;223.01;17.93;1,243.5;838,470;214.27;17.27;1,240.4;"Hartford, CT
(41.765775, -72.673356)";2012430529
Table 2;2005;4;30466;Phoenix, AZ;51;4,987,560;152.30;13.76;1,106.3;4,527,630;140.63;12.06;1,165.9;"Phoenix, AZ
(30.406931, -87.217578)";2005430466
Table 2;2002;4;32575;Los Angeles, CA (Metropolitan Area);64;9,389,220;167.98;13.02;1,289.6;8,235,360;163.08;12.60;1,293.9;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";2002432575
Table 2;2004;3;33667;Norfolk, VA (Metropolitan Area);22;737,040;147.50;13.76;1,071.4;629,660;151.93;14.28;1,063.2;"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)";2004333667
Table 2;2019;2;31057;Charlotte, NC;38;2,501,970;245.02;27.90;878.3;2,403,210;241.94;27.39;883.3;(35.222936, -80.840161);2019231057
Table 2;2004;3;30721;Boston, MA (Metropolitan Area);58;6,122,800;155.38;12.54;1,239.0;5,247,650;180.81;14.73;1,227.5;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2004330721
Table 2;2004;4;34492;Raleigh/Durham, NC;33;1,445,540;139.65;15.79;884.2;1,391,840;155.76;16.98;916.8;"Raleigh/Durham, NC
(42.673348, -72.179683)";2004434492
Table 2;1997;2;32211;Las Vegas, NV;54;3,719,530;119.86;10.42;1,149.2;3,292,510;113.44;9.53;1,190.2;"Las Vegas, NV
(36.169202, -115.140597)";1997232211
Table 2;2023;1;30325;Denver, CO;66;6,343,230;206.01;19.27;1,068.8;5,753,890;186.47;17.54;1,063.1;;2023130325
Table 2;2006;3;30397;Atlanta, GA (Metropolitan Area);64;5,399,000;191.12;22.28;857.5;5,583,420;170.32;19.84;858.2;"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)";2006330397
Table 2;2016;1;33495;New Orleans, LA;32;1,727,460;205.29;20.58;997.5;1,649,550;211.19;21.26;993.3;"New Orleans, LA
(29.950621, -90.074948)";2016133495
Table 2;2011;1;34100;Philadelphia, PA;38;2,755,800;204.44;18.26;1,119.0;2,684,700;190.10;16.60;1,144.9;"Philadelphia, PA
(39.951061, -75.16562)";2011134100
Table 2;2001;4;33195;Tampa, FL (Metropolitan Area);51;2,532,390;129.39;12.21;1,058.9;2,924,300;146.13;14.35;1,018.2;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";2001433195
Table 2;1996;1;33495;New Orleans, LA;38;1,151,130;142.67;16.06;888.1;1,325,990;140.94;15.81;890.9;"New Orleans, LA
(29.950621, -90.074948)";1996133495
Table 2;2008;4;31453;Houston, TX;56;3,897,460;200.48;21.24;943.9;3,937,620;185.62;19.22;965.7;"Houston, TX
(29.760803, -95.369506)";2008431453
Table 2;1997;4;33195;Tampa, FL (Metropolitan Area);41;2,251,570;143.60;14.39;997.3;1,991,780;134.77;12.96;1,039.3;"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)";1997433195
Table 2;2005;1;30423;Austin, TX;27;893,010;180.52;17.59;1,025.8;878,070;181.16;17.88;1,012.8;"Austin, TX
(30.264979, -97.746598)";2005130423
Table 2;2018;3;30466;Phoenix, AZ;49;4,464,160;203.79;17.88;1,139.9;4,282,920;189.45;16.66;1,137.2;;2018330466
Table 2;2006;2;33342;Milwaukee, WI;23;1,032,810;174.55;16.72;1,043.9;914,490;163.37;15.51;1,053.3;"Milwaukee, WI
(43.041072, -87.909421)";2006233342
Table 2;1998;1;34524;Richmond, VA;9;198,900;240.80;43.42;554.5;186,130;215.87;40.71;530.3;"Richmond, VA
(37.540759, -77.433932)";1998134524
Table 2;1999;2;31714;Fort Myers, FL;17;654,790;147.61;13.59;1,085.6;651,880;147.34;13.57;1,085.5;"Fort Myers, FL
(40.253979, -103.801495)";1999231714
Table 2;1998;2;31453;Houston, TX;57;3,550,560;166.22;19.83;838.2;3,300,700;171.92;20.55;836.5;"Houston, TX
(29.760803, -95.369506)";1998231453
Table 2;2005;4;31423;Des Moines, IA;9;159,270;199.63;19.66;1,015.2;187,520;159.87;15.34;1,041.7;"Des Moines, IA
(41.588822, -93.620309)";2005431423
Table 2;2016;4;30325;Denver, CO;58;6,052,400;185.17;17.75;1,043.1;6,131,050;185.56;17.76;1,044.7;"Denver, CO
(39.738453, -104.984853)";2016430325
Table 2;2006;4;31453;Houston, TX;61;4,417,700;164.28;17.30;949.4;4,192,990;166.57;17.37;958.7;"Houston, TX
(29.760803, -95.369506)";2006431453
Table 2;2011;1;30721;Boston, MA (Metropolitan Area);52;5,016,790;196.54;16.10;1,220.6;4,906,930;188.89;15.27;1,236.3;"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)";2011130721
Table 2;2004;2;31295;Detroit, MI;42;2,801,060;172.69;16.87;1,023.0;2,499,430;181.77;17.97;1,011.5;"Detroit, MI
(42.332916, -83.047853)";2004231295
Table 2;2014;4;32337;Indianapolis, IN;24;1,161,460;233.00;22.74;1,024.6;1,162,160;221.34;21.41;1,033.4;"Indianapolis, IN
(39.76845, -86.156212)";2014432337
Table 2;2019;3;31135;Myrtle Beach, SC;8;270,490;122.85;19.96;615.4;207,980;124.40;20.27;613.7;(33.68785, -78.883852);2019331135
Table 2;2004;3;33495;New Orleans, LA;33;1,397,890;141.50;14.28;990.4;1,351,980;140.61;14.39;976.8;"New Orleans, LA
(29.950621, -90.074948)";2004333495
Table 2;2020;2;33570;San Diego, CA;46;454,960;177.70;13.38;1,328.2;4,229,700;203.66;16.00;1,273.2;(32.71576, -117.163817);2020233570
Table 2;2009;1;34100;Philadelphia, PA;40;2,823,420;166.06;14.77;1,123.8;3,143,000;184.49;16.35;1,127.8;"Philadelphia, PA
(39.951061, -75.16562)";2009134100
Table 2;1999;3;35412;Knoxville, TN;8;137,410;143.94;21.89;657.4;117,270;150.65;23.22;648.6;"Knoxville, TN
(35.962631, -83.916677)";1999335412
Table 2;2006;3;31066;Columbus, OH;21;955,710;173.40;17.81;973.2;934,780;162.76;16.22;1,003.0;"Columbus, OH
(39.962649, -82.996216)";2006331066
Table 2;2002;2;30140;Albuquerque, NM;22;776,870;151.46;16.32;927.9;898,550;144.43;15.72;918.2;"Albuquerque, NM
(35.084248, -106.649241)";2002230140
Table 2;2003;3;32575;Los Angeles, CA (Metropolitan Area);68;10,121,250;166.43;12.44;1,337.2;9,494,000;165.44;12.55;1,318.0;"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)";2003332575
